Identification	Name	Type	Temperature	Risk	Source
CIP_102559	Psychrobacter_immobilis	Bacteria	25	1	Poultry_carcass
CIP_102560	Psychrobacter_immobilis	Bacteria	25	1	
CIP_102561	Psychrobacter_immobilis	Bacteria	25	1	Abortion_of_mare
CIP_102562	Psychrobacter_immobilis	Bacteria	25	1	Spinal_fluid
CIP_102563	Lactobacillus_paracasei_paracasei	Bacteria	37	1	Human,_blood
CIP_102564	Lactobacillus_jensenii	Bacteria	37	1	Human,_vagina
CIP_102565	Gardnerella_vaginalis	Bacteria	37	2	Human,_ammniotic_liquid
CIP_102568	Lactobacillus_gasseri	Bacteria	37	1	Human,_abscess
CIP_102570	Lactobacillus_gasseri	Bacteria	37	1	Human,_vagina
CIP_102572	Neisseria_elongata_elongata	Bacteria	30	1	Human,_node
CIP_102573	Rhodococcus_erythropolis	Bacteria	30	1	Human,_blood
CIP_102575	Shewanella_algae	Bacteria	25	1	Conjunctivitis
CIP_102576	Lactobacillus_delbrueckii	Bacteria	37	1	Human,_urine
CIP_102577	Burkholderia_cepacia	Bacteria	30	1	Human,_blood
CIP_102578	Weissella_confusa	Bacteria	30	1	Human,_foot_pus
CIP_102579	Actinomyces_odontolyticus	Bacteria	37	2	Human
CIP_102580	Corynebacterium_striatum	Bacteria	30	2	Human,_blood
CIP_102581	Campylobacter_fetus_fetus	Bacteria	37	2	Human,_blood
CIP_102582	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_pleural_fluid
CIP_102584	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_pus
CIP_102587	Haemophilus_influenzae_I	Bacteria	37	2	Human,_ear_pus
CIP_102590	Corynebacterium_tuberculostearicum	Bacteria	37	2	Human,_urethral_swab
CIP_102591	Capnocytophaga_ochracea	Bacteria	37	1	Human,_throat
CIP_102592	Bacillus_cereus	Bacteria	30	1	Human,_skin
CIP_102593	Morganella_morganii_morganii	Bacteria	30	2	Human,_sputum
CIP_102594	Paenibacillus_naphthalenovorans	Bacteria	30	1	Human,_ascites
CIP_102595	Propionibacterium_avidum	Bacteria	37	1	Pus,_vulva
CIP_102596	Aeromonas_punctata	Bacteria	30	1	Human,_vagina
CIP_102597	Gardnerella_vaginalis	Bacteria	37	2	Human,_amniotic_liquid
CIP_102598	Enterococcus_casseliflavus	Bacteria	37	2	Bovine_conjunctiva
CIP_102599	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_blood
CIP_102601	Actinomyces_odontolyticus	Bacteria	37	2	Human,_hepatic_abscess
CIP_102602	Capnocytophaga_ochracea	Bacteria	37	1	Human,_sputum
CIP_102603	Sphingobacterium_multivorum	Bacteria	30	1	Human,_urine
CIP_102604	Dermabacter_hominis	Bacteria	30	1	Human,_blood
CIP_102605	Actinobacillus_ureae	Bacteria	37	1	Human,_otitis_pus
CIP_102606	Unnamed_bacterium	Bacteria	30	1	Human,_blood
CIP_102607	Moraxella_nonliquefaciens	Bacteria	30	1	Human,_blood
CIP_102608	Aggregatibacter_aphrophilus	Bacteria	37	2	Child,_bronchial_secretion
CIP_102609	Corynebacterium_amycolatum	Bacteria	37	2	Human,_pleural_fluid
CIP_102613	Rhodococcus_equi	Bacteria	30	2	Human,_broncho-alveolar_lavage
CIP_102614	Ralstonia_pickettii	Bacteria	30	1	Human,_tracheal_secretion
CIP_102615	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_blood
CIP_102616	Corynebacterium_aurimucosum	Bacteria	30	2	Human,_ear_pus
CIP_102617	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_blood
CIP_102619	Haemophilus_haemolyticus	Bacteria	37	2	Human,_sputum
CIP_102621	Campylobacter_fetus_fetus	Bacteria	37	2	Human,_blood
CIP_102622	Corynebacterium_tuberculostearicum	Bacteria	37	2	Human,_skin
CIP_102623	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_abscess
CIP_102624	Corynebacterium_amycolatum	Bacteria	37	2	Human,_blood
CIP_102625	Corynebacterium_pseudodiphtheriticum	Bacteria	30	2	Human_(bronchial_aspiration)
CIP_102626	Corynebacterium_imitans	Bacteria	30	2	Human,_pleural_fluid
CIP_102627	Haemophilus_haemolyticus	Bacteria	37	2	Human,_peritonitis
CIP_102628	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102629	Aeromonas_punctata	Bacteria	30	1	Human,_blood
CIP_102630	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_sputum
CIP_102631T	Actinobacillus_hominis	Bacteria	37	1	Human,_deep-cough_sputum
CIP_102632	Gallibacterium_genomospecies_2	Bacteria	37	1	Hen,_liver
CIP_102633T	Actinobacillus_seminis	Bacteria	37	1	Ovine,_semen
CIP_102634T	Actinobacillus_rossii	Bacteria	37	1	Sow,_vaginal_discharge
CIP_102635	Actinobacillus_rossii	Bacteria	37	1	Sow,_vaginal_discharge
CIP_102636T	Pasteurella_bettyae	Bacteria	37	2	Bartholin_cyst
CIP_102639	Lactobacillus_fermentum	Bacteria	37	1	Human,_vagina
CIP_102640	Pseudomonas_luteola	Bacteria	30	1	Human,_urine
CIP_102641	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102642	Actinomyces_radingae	Bacteria	37	2	Human,_abscess
CIP_102644	Caulobacter_vibrioides	Bacteria	30	1	Human,_blood
CIP_102645	Corynebacterium_tuberculostearicum	Bacteria	37	2	Human,_peritonitis
CIP_102646	Eikenella_corrodens	Bacteria	37	2	Human,_pus
CIP_102647	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_blood
CIP_102648	Lactobacillus_salivarius	Bacteria	37	1	Turkey,_lung
CIP_102649	Burkholderia_cepacia	Bacteria	30	1	
CIP_102654	Unnamed_bacterium	Bacteria	37	1	Human,_blood
CIP_102658	Corynebacterium_riegelii	Bacteria	37	2	Human,_urine
CIP_102659	Corynebacterium_jeikeium	Bacteria	37	2	Human,_vagina
CIP_102662	Achromobacter_xylosoxidans_denitrificans	Bacteria	30	1	Human,_nodule
CIP_102664	Aerococcus_viridans	Bacteria	30	1	Human,_spinal_fluid
CIP_102666	Campylobacter_jejuni_jejuni	Bacteria	37	2	Human,_blood
CIP_102667	Unnamed_bacterium	Bacteria	30	1	Human,_IUD
CIP_102668	Haemophilus_parainfluenzae_I	Bacteria	37	2	Sputum
CIP_102669	Haemophilus_parainfluenzae_unknown	Bacteria	37	2	Human
CIP_102670	Corynebacterium_glutamicum	Bacteria	30	2	Peritoneal_dialysis_fluid
CIP_102673	Unnamed_bacterium	Bacteria	30	1	Human,_urine
CIP_102674	Providencia_rettgeri	Bacteria	30	2	Human,_conjunctiva
CIP_102675	Brevibacillus_brevis	Bacteria	30	1	Human,_blood
CIP_102676T	Avibacterium_gallinarum	Bacteria	37	2	Chicken,_sinus
CIP_102677T	Avibacterium_volantium	Bacteria	37	2	Fowl,_respiratory_tract
CIP_102678T	Pasteurella_langaaensis	Bacteria	37	2	Chicken,_respiratory_tract
CIP_102679T	Gallibacterium_anatis	Bacteria	37	2	Duck,_intestine
CIP_102680T	Pasteurella_stomatis	Bacteria	37	2	Dog,_throat
CIP_102681	Bacillus_licheniformis	Bacteria	30	1	Pharmaceutical_product
CIP_102682	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102683	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_pleural_fluid
CIP_102684	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_pleural_fluid
CIP_102685	Pseudomonas_oryzihabitans	Bacteria	30	1	Human,_blood
CIP_102686	Corynebacterium_striatum	Bacteria	37	2	Human,_peritoneal_dialysis
CIP_102687	Brevundimonas_diminuta	Bacteria	30	1	Human,_blood
CIP_102688	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_IUD
CIP_102689	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_pus
CIP_102690	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_pleural_fluid
CIP_102691	Cellulomonas_bibula	Bacteria	30	1	Soil
CIP_102692T	Microbacterium_barkeri	Bacteria	30	1	Sewage
CIP_102693T	Curtobacterium_albidum	Bacteria	30	1	Chinese_paddy
CIP_102694T	Curtobacterium_luteum	Bacteria	30	1	Paddy
CIP_102695	Arthrobacter_viscosus	Bacteria	30	1	
CIP_102696T	Tetrasphaera_duodecadis	Bacteria	25	1	Field_soil
CIP_102697	Bacillus_cereus	Bacteria	30	1	Human,_blood
CIP_102698	Actinobacillus_ureae	Bacteria	37	1	Child,_sinus
CIP_102699	Corynebacterium_amycolatum	Bacteria	37	2	Blood
CIP_102700	Unnamed_Bacterium	Bacteria	30	1	Human,_blood
CIP_102701	Pantoea_dispersa	Bacteria	30	1	Human,_ear
CIP_102702	Virgibacillus_pantothenticus	Bacteria	30	1	Human_pus,_earth_discharge
CIP_102705	Caulobacter_vibrioides	Bacteria	30	1	Human,_blood
CIP_102707	Bacillus_licheniformis	Bacteria	30	1	Human,_blood
CIP_102708	Haemophilus_parahaemolyticus	Bacteria	37	2	Human,_conjunctiva
CIP_102709	Gardnerella_vaginalis	Bacteria	37	2	Infant,_ear
CIP_102710	Campylobacter_fetus_fetus	Bacteria	37	2	Human,_blood
CIP_102711	Haemophilus_parainfluenzae_unknown	Bacteria	37	2	Human,_sputum
CIP_102712	Enterococcus_faecalis	Bacteria	30	1	Human,_urine
CIP_102713	Haemophilus_parainfluenzae_unknown	Bacteria	37	2	Human,_sputum
CIP_102714	Pasteurella_multocida_multocida	Bacteria	37	2	Human,_blood
CIP_102715	Stenotrophomonas_maltophilia	Bacteria	30	1	Human
CIP_102716T	Arthrobacter_mysorens	Bacteria	30	1	Sewage
CIP_102717T	Arthrobacter_crystallopoietes	Bacteria	30	1	Soil
CIP_102720	Acetobacter_pasteurianus	Bacteria	30	1	Vinegar
CIP_102721	Acetobacter_pasteurianus	Bacteria	30	1	
CIP_102722T	Campylobacter_lari_lari	Bacteria	37	1	Herring,_gull_cloacal_swab
CIP_102723	Campylobacter_lari	Bacteria	37	2	Dog,_feces
CIP_102724	Corynebacterium_striatum	Bacteria	30	2	Human,_blood
CIP_102725	Acinetobacter_lwoffii	Bacteria	30	1	Human,_peritoneal_lavage
CIP_102728	Serratia_marcescens_marcescens	Bacteria	30	1	Human,_urine
CIP_102729	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102730	Corynebacterium_urealyticum	Bacteria	37	2	Human,_blood
CIP_102731	Ochrobactrum_anthropi	Bacteria	30	1	Human,_conjunctivitis
CIP_102732	Corynebacterium_jeikeium	Bacteria	37	2	Human,_blood
CIP_102733	Corynebacterium_striatum	Bacteria	30	2	Human,_vagina
CIP_102734	Enterococcus_faecalis	Bacteria	30	2	Human,_vagina
CIP_102735	Ralstonia_pickettii	Bacteria	30	1	Human,_dialysis_water
CIP_102736	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102737	Ralstonia_pickettii	Bacteria	30	1	Human,_eye
CIP_102738	Exiguobacterium_acetylicum	Bacteria	30	1	Human,_conjunctiva
CIP_102739	Pseudomonas_oryzihabitans	Bacteria	30	1	Human,_abdominal_pus
CIP_102740	Delftia_acidovorans	Bacteria	30	1	Infant,_meconium
CIP_102741	Moraxella_osloensis	Bacteria	30	1	Human,_spinal_fluid
CIP_102742	Pasteurella_multocida_multocida	Bacteria	37	2	Human,_appendix
CIP_102743	Psychrobacter_phenylpyruvicus	Bacteria	30	1	Human,_trachea
CIP_102744	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_blood
CIP_102746	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102748	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102749	Corynebacterium_jeikeium	Bacteria	37	2	Human,_blood
CIP_102750	Actinobacillus_ureae	Bacteria	37	1	Human,_conjunctiva
CIP_102751	Lactobacillus_rhamnosus	Bacteria	37	1	Human,_feces
CIP_102752	Unnamed_bacterium	Bacteria	37	1	Human,_cat_bite
CIP_102753	Escherichia_coli	Bacteria	30	2	Human,_blood
CIP_102755	Bacillus_licheniformis	Bacteria	30	1	Room
CIP_102756	Bacillus_pumilus	Bacteria	30	1	Room
CIP_102759	Bacillus_licheniformis	Bacteria	30	1	Dialysis
CIP_102760T	Vibrio_tubiashii	Bacteria	25	2	Moribund_larvae_and_juvenile_hard_clams
CIP_102761T	Photobacterium_damselae_damselae	Bacteria	20	1	Damsel_fish,_skin_ulcer
CIP_102762	Vibrio_natriegens	Bacteria	30	2	Seawater_enriched_with_succinate
CIP_102763	Gardnerella_vaginalis	Bacteria	37	2	Human,_spinal_fluid
CIP_102765	Haemophilus_influenzae_I	Bacteria	37	2	Human,_spinal_fluid
CIP_102766	Escherichia_coli	Bacteria	30	2	Human,_urine
CIP_102767	Unnamed_bacterium	Bacteria	37	1	Human,_bite
CIP_102768	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human,_trachea
CIP_102769	Aggregatibacter_aphrophilus	Bacteria	37	2	Blood
CIP_102770	Escherichia_coli	Bacteria	30	2	Human,_blood
CIP_102771	Unnamed_bacterium	Bacteria	37	1	Human,_pus
CIP_102772	Corynebacterium_jeikeium	Bacteria	37	2	Blood
CIP_102773	Pasteurella_dagmatis	Bacteria	37	2	Dog_bite
CIP_102774	Pasteurella_dagmatis	Bacteria	37	2	Human,_pus
CIP_102775	Arcanobacterium_haemolyticum	Bacteria	30	2	Human,_pus
CIP_102776	Moraxella_nonliquefaciens	Bacteria	30	1	Human,_blood
CIP_102777	Haemophilus_influenzae_II	Bacteria	37	2	Human,_conjunctiva
CIP_102778	Campylobacter_fetus_fetus	Bacteria	37	2	Human,_blood
CIP_102779	Unnamed_bacterium	Bacteria	30	1	Human,_blood
CIP_102783	Neisseria_elongata_elongata	Bacteria	30	1	Human,_blood
CIP_102787	Elizabethkingia_meningoseptica	Bacteria	30	2	Human
CIP_102788	Lactobacillus_jensenii	Bacteria	37	1	Human,_vagina
CIP_102789	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_pus
CIP_102791	Microbacterium_liquefaciens	Bacteria	30	1	Human,_epidermoid_cyst
CIP_102793	Leifsonia_aquatica	Bacteria	37	1	Human,_vesical_biopsy
CIP_102795	Haemophilus_influenzae_I	Bacteria	37	2	Human,_blood
CIP_102796	Aggregatibacter_segnis	Bacteria	37	2	Human,_pus
CIP_102797	Lactobacillus_fermentum	Bacteria	37	1	Pus,_heart_pace-maker
CIP_102800	Corynebacterium_striatum	Bacteria	30	2	Human,_toe_pus
CIP_102801	Corynebacterium_jeikeium	Bacteria	37	2	Human,_spinal_fluid
CIP_102802	Bacillus_circulans	Bacteria	30	1	Human,_sputum
CIP_102803	Haemophilus_influenzae_II	Bacteria	37	2	Human,_throat
CIP_102804	Haemophilus_parainfluenzae_unknown	Bacteria	37	2	Human
CIP_102806T	Lactobacillus_brevis	Bacteria	37	1	Human,_feces
CIP_102807T	Lactobacillus_vaccinostercus	Bacteria	37	1	Dried_cow_dung
CIP_102809T	Weissella_kandleri	Bacteria	30	1	Desert_spring
CIP_102810T	Weissella_viridescens	Bacteria	30	1	Cured_meat_product
CIP_102811T	Lactobacillus_bifermentans	Bacteria	30	1	Dutch_cheese_with_crack_formation
CIP_102812	Aeromonas_sobria	Bacteria	30	1	Human,_feces
CIP_102814	Exiguobacterium_acetylicum	Bacteria	30	1	Chicken
CIP_102815	Exiguobacterium_acetylicum	Bacteria	30	1	Chicken
CIP_102816	Exiguobacterium_acetylicum	Bacteria	30	1	Chicken
CIP_102817	Proteus_mirabilis	Bacteria	30	2	Mouse
CIP_102818	Proteus_mirabilis	Bacteria	30	2	Mouse
CIP_102821	Moraxella_osloensis	Bacteria	30	1	Human,_blood
CIP_102822	Corynebacterium_striatum	Bacteria	30	2	Blood
CIP_102823	Moraxella_atlantae	Bacteria	30	1	Human,_blood
CIP_102824	Unnamed_bacterium	Bacteria	37	1	Human,_dog_bite
CIP_102825	Neisseria_elongata_elongata	Bacteria	30	1	Human,_appendix
CIP_102826	Exiguobacterium_acetylicum	Bacteria	30	1	Human,_urine
CIP_102827	Pasteurella_bettyae	Bacteria	37	2	Bartholin_cyst
CIP_102828	Actinomyces_odontolyticus	Bacteria	37	2	Human,_hepatic_abscess
CIP_102829	Pseudomonas_aeruginosa	Bacteria	30	2	Human,_urine
CIP_102830	Aggregatibacter_segnis	Bacteria	37	2	Human,_bronchus
CIP_102833	Staphylococcus_hominis_hominis	Bacteria	37	1	Human,_pus
CIP_102834	Burkholderia_cepacia	Bacteria	30	1	Human,_ear
CIP_102835	Rhizobium_radiobacter	Bacteria	30	1	Human,_blood
CIP_102836	Arcanobacterium_haemolyticum	Bacteria	30	2	Human,_throat
CIP_102837	Cardiobacterium_hominis	Bacteria	37	2	Human,_blood
CIP_102839	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_toe_pus
CIP_102840	Lactobacillus_brevis	Bacteria	37	1	Cosmetic_product
CIP_102842	Moraxella_osloensis	Bacteria	30	1	Human,_blood
CIP_102843	Corynebacterium_urealyticum	Bacteria	37	2	Human,_pus
CIP_102846	Corynebacterium_amycolatum	Bacteria	37	2	Human,_pus
CIP_102847	Corynebacterium_amycolatum	Bacteria	37	2	Human,_blood
CIP_102849	Moraxella_nonliquefaciens	Bacteria	30	1	Human,_nose
CIP_102851	Unnamed_bacterium	Bacteria	37	1	Human,_dog_bite
CIP_102856	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_finger
CIP_102857	Corynebacterium_tuberculostearicum	Bacteria	37	2	Human,_urine
CIP_102858	Unnamed_bacterium	Bacteria	37	1	Human,_batholinitis
CIP_102859	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_blood
CIP_102861T	Moritella_marina	Bacteria	15	1	Seawater
CIP_102863	Haemophilus_parahaemolyticus	Bacteria	37	2	Human,_conjunctiva
CIP_102864	Achromobacter_xylosoxidans_xylosoxidans	Bacteria	30	1	Human
CIP_102866	Haemophilus_influenzae_III	Bacteria	37	2	Human,_nose
CIP_102867	Unnamed_bacterium	Bacteria	30	1	Human,_sputum
CIP_102868	Pasteurella_multocida_multocida	Bacteria	30	2	Human,_sputum
CIP_102869	Leuconostoc_lactis	Bacteria	30	1	Human,_blood
CIP_102870	Leuconostoc_lactis	Bacteria	25	1	Human,_blood
CIP_102871	Moraxella_atlantae	Bacteria	30	1	Human,_blood
CIP_102872	Corynebacterium_diphtheriae	Bacteria	37	2	Human,_throat
CIP_102873	Haemophilus_influenzae_II	Bacteria	37	2	Human,_vagina
CIP_102874	Lactobacillus_gasseri	Bacteria	37	1	Human,_blood
CIP_102875	Corynebacterium_urealyticum	Bacteria	30	2	Human,_urine
CIP_102877	Haemophilus_influenzae_I	Bacteria	37	2	Human
CIP_102878	Gardnerella_vaginalis	Bacteria	37	2	Infant
CIP_102879	Corynebacterium_urealyticum	Bacteria	37	2	Human,_urine
CIP_102884	Moraxella_nonliquefaciens	Bacteria	30	1	Human,_sinus
CIP_102885	Bacillus_cereus	Bacteria	30	1	Child,_food
CIP_102886	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_sinus
CIP_102887	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_blood
CIP_102888	Gardnerella_vaginalis	Bacteria	37	2	Infant,_gastric_fluid
CIP_102889	Haemophilus_influenzae_V	Bacteria	37	2	Human,_sinus
CIP_102890	Gardnerella_vaginalis	Bacteria	37	2	Human,_vagina
CIP_102891T	Vibrio_orientalis	Bacteria	25	2	Seawater
CIP_102892T	Vibrio_proteolyticus	Bacteria	25	2	Intestine,_wood-boring_isopod
CIP_102893T	Vibrio_splendidus	Bacteria	22	2	Sea_fish
CIP_102894	Microbacterium_schleiferi	Bacteria	30	1	Activated_sludge
CIP_102897	Corynebacterium_amycolatum	Bacteria	30	2	Human,_pus
CIP_102898	Corynebacterium_jeikeium	Bacteria	37	2	Human,_pus_femur
CIP_102899	Corynebacterium_striatum	Bacteria	30	2	Human,_trachea
CIP_102900	Rhodococcus_equi	Bacteria	30	2	Human,_sputum
CIP_102901	Pasteurella_bettyae	Bacteria	37	2	Human,_pus
CIP_102902	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_cerebral_abscess
CIP_102903	Chryseobacterium_gleum	Bacteria	30	1	
CIP_102904	Enterococcus_casseliflavus	Bacteria	37	2	Perfume
CIP_102905	Haemophilus_parahaemolyticus	Bacteria	37	2	Human,_sputum
CIP_102906	Aggregatibacter_actinomycetemcomitans	Bacteria	37	2	Human,_submaxillary_ganglion
CIP_102910T	Streptococcus_equi_equi	Bacteria	37	2	
CIP_102911T	Streptococcus_pneumoniae	Bacteria	37	2	
CIP_102912T	Streptococcus_macacae	Bacteria	37	2	Monkey:_Macaca_fascicularis,_dental_plaque
CIP_102914T	Streptococcus_dysgalactiae_dysgalactiae	Bacteria	37	2	Cow
CIP_102915	Nocardia_veterana	Bacteria	30	2	
CIP_102916	Nocardia_brasiliensis	Bacteria	30	2	
CIP_102917	Nocardia_farcinica	Bacteria	30	2	
CIP_102918	Nocardia_otitidiscaviarum	Bacteria	30	2	
CIP_102919T	Serratia_entomophila	Bacteria	30	1	Diseased_grass_grub_larva,_Costelytra_zealandica
CIP_102920T	Brochothrix_campestris	Bacteria	22	1	Soil
CIP_102921T	Streptococcus_anginosus_subsp._anginosus	Bacteria	37	2	
CIP_102922T	Streptococcus_oralis	Bacteria	37	2	Human,_mouth
CIP_102925	Gemella_haemolysans	Bacteria	37	1	Human,_blood
CIP_102926	Corynebacterium_jeikeium	Bacteria	37	2	Human,_lung
CIP_102927	Corynebacterium_jeikeium	Bacteria	37	2	Human,_blood
CIP_102928	Unnamed_bacterium	Bacteria	37	1	Human,_pleural_fluid
CIP_102929	Aggregatibacter_aphrophilus	Bacteria	37	2	Human,_brain_abscess
CIP_102937	Gemella_haemolysans	Bacteria	37	1	Human,_blood
CIP_102938	Gemella_haemolysans	Bacteria	37	1	Human,_blood
CIP_102939	Lysinibacillus_sphaericus	Bacteria	30	1	
CIP_102940	Corynebacterium_pseudodiphtheriticum	Bacteria	30	2	Sinus
CIP_102941	Pseudomonas_alginovora	Bacteria	22	1	
CIP_102945T	Capnocytophaga_gingivalis	Bacteria	37	1	Periodontal_lesion
CIP_102949	Corynebacterium_urealyticum	Bacteria	37	2	Urine
CIP_102950	Microbacterium_oxydans	Bacteria	30	1	Contaminant_of_cell_culture
CIP_102951	Unnamed_bacterium	Bacteria	30	1	Human,_bite
CIP_102957	Microbacterium_oxydans	Bacteria	30	1	Tadpole,_intestine
CIP_102959	Lactobacillus_rhamnosus	Bacteria	37	1	
CIP_102960	Unnamed_bacterium	Bacteria	37	1	Human,_vagina
CIP_102962	Elizabethkingia_meningoseptica	Bacteria	30	2	Human
CIP_102964	Chryseobacterium_gleum	Bacteria	30	1	Human,_throat
CIP_102965	Empedobacter_brevis	Bacteria	30	1	
CIP_102967	Pseudomonas_aeruginosa	Bacteria	30	2	Sputum
CIP_102968T	Corynebacterium_pseudotuberculosis	Bacteria	37	2	Sheep,_infected_gland
CIP_102970T	Atopobium_parvulum	Bacteria	37	1	Human,_gingival_crevices
CIP_102971	Vibrio_aestuarianus_aestuarianus	Bacteria	25	2	Oyster
CIP_102972T	Vibrio_furnissii	Bacteria	25	2	Human,_feces
CIP_102973T	Lactococcus_lactis_hordniae	Bacteria	30	1	Leafhopper
CIP_102974	Lactococcus_lactis_hordniae	Bacteria	30	1	Leafhopper
CIP_102975	Lactococcus_lactis_lactis	Bacteria	30	1	Anchu_mash
CIP_102976T	Vagococcus_fluvialis	Bacteria	37	1	Chicken,_feces
CIP_102977	Vagococcus_fluvialis	Bacteria	37	1	Chicken,_feces
CIP_102978T	Weissella_minor	Bacteria	30	1	Milking_machine_sludge
CIP_102979	Weissella_confusa	Bacteria	30	1	Sour_carrot_mash
CIP_102980T	Lactobacillus_fermentum	Bacteria	37	1	Fermented_beets
CIP_102981	Lactobacillus_fermentum	Bacteria	37	1	Saliva
CIP_102982	Lactobacillus_sanfranciscensis	Bacteria	30	1	Sour_dough
CIP_102983T	Lactobacillus_lindneri	Bacteria	25	1	Spoiled_beer
CIP_102984	Lactobacillus_lindneri	Bacteria	25	1	Spoiled_beer
CIP_102985T	Leuconostoc_fructosus	Bacteria	30	1	Flowers
CIP_102986T	Lactobacillus_alimentarius	Bacteria	30	1	Marinated_fish_product
CIP_102987	Lactobacillus_farciminis	Bacteria	37	1	Marinated_meat_product
CIP_102988T	Lactobacillus_amylophilus	Bacteria	30	1	Swine,_waste-corn_fermentation
CIP_102989T	Lactobacillus_amylovorus	Bacteria	37	1	Cattle,_waste-corn_fermentation
CIP_102990T	Lactobacillus_crispatus	Bacteria	37	1	Conjunctiva
CIP_102991T	Lactobacillus_gasseri	Bacteria	37	1	Human,_vaginal_tract
CIP_102992T	Lactobacillus_curvatus	Bacteria	37	1	Milk
CIP_102993	Lactobacillus_casei	Bacteria	30	1	Milking_machine
CIP_102995T	Pseudomonas_luteola	Bacteria	30	1	Wound
CIP_102996T	Pseudomonas_oryzihabitans	Bacteria	30	1	Rice
CIP_102997	Pseudomonas_luteola	Bacteria	30	1	Human,_cerebrospinal_fluid
CIP_102998	Acetobacter_aceti	Bacteria	30	1	
CIP_102999	Acetobacter_pasteurianus	Bacteria	30	1	
CIP_103000	Acetobacter_pasteurianus	Bacteria	30	1	
CIP_103001	Acetobacter_pasteurianus	Bacteria	30	1	
CIP_103002	Acetobacter_pasteurianus	Bacteria	30	1	
CIP_103003T	Actinotalea_fermentans	Bacteria	30	1	Dumping_ground
CIP_103004	Bordetella_avium	Bacteria	30	2	Chicken,_trachea
CIP_103005T	Weissella_halotolerans	Bacteria	30	1	Sausage
CIP_103006T	Lactobacillus_kefiri	Bacteria	30	1	Kefir_grains
CIP_103007T	Lactobacillus_hilgardii	Bacteria	30	1	Wine
CIP_103008T	Lactobacillus_collinoides	Bacteria	30	1	Fermenting_apple_juice
CIP_103009T	Leuconostoc_mesenteroides_cremoris	Bacteria	25	1	Dried_cheese_starter_powder
CIP_103010T	Enterococcus_mundtii	Bacteria	37	2	Soil
CIP_103011	Enterococcus_mundtii	Bacteria	37	2	Cow,_teat
CIP_103012T	Enterococcus_malodoratus	Bacteria	37	2	Cheese,_Gouda
CIP_103013T	Enterococcus_gallinarum	Bacteria	37	2	Chicken,_intestine
CIP_103014T	Enterococcus_faecium	Bacteria	37	2	
CIP_103015T	Enterococcus_faecalis	Bacteria	37	2	
CIP_103016	Enterococcus_faecalis	Bacteria	37	2	
CIP_103017	Enterococcus_faecalis	Bacteria	37	2	
CIP_103018T	Enterococcus_casseliflavus	Bacteria	37	2	Plant
CIP_103019T	Enterococcus_avium	Bacteria	37	2	Feces
CIP_103020	Brevundimonas_diminuta	Bacteria	30	1	Contaminant_of_Bacillus_cereus_culture
CIP_103021T	Delftia_acidovorans	Bacteria	30	1	Soil_enriched_with_acetamide
CIP_103022T	Pseudomonas_stutzeri	Bacteria	30	1	Spinal_fluid
CIP_103023T	Lactobacillus_buchneri	Bacteria	30	1	Tomato_pulp
CIP_103024T	Lactobacillus_paracasei_tolerans	Bacteria	30	1	Pasteurized_milk
CIP_103025T	Propionibacterium_acidipropionici	Bacteria	30	1	
CIP_103026T	Propionibacterium_freudenreichii_freudenreichii	Bacteria	30	1	Swiss_cheese
CIP_103027T	Propionibacterium_freudenreichii_shermanii	Bacteria	37	1	
CIP_103028T	Propionibacterium_jensenii	Bacteria	37	1	Buttermilk
CIP_103029T	Propionibacterium_thoenii	Bacteria	30	1	Cheese,_Emmenthal
CIP_103030T	Proteus_penneri	Bacteria	30	2	Urine
