Identification	Name	Type	Temperature	Risk	Source
CRBIP3.2800	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2801	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2802	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2803	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2804	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2805	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2806	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2807	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2808	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2809	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.281	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2810	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2811	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2812	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2813	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2814	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2815	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.2816	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.2817	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.2818	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.2819	Bacillus_thuringiensis__kim	Bacteria	0	1	Sol
CRBIP3.282	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2820	Bacillus_thuringiensis__neoleonensis	Bacteria	0	1	Sol
CRBIP3.2822	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	Sol
CRBIP3.2823	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.2824	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	Sol
CRBIP3.2825	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	Sol
CRBIP3.2826	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.2827	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	Sol
CRBIP3.2828	Bacillus_cereus__	Bacteria	0	1	Sol
CRBIP3.2829	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Larve_de_Chorthippus_bicolor
CRBIP3.283	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2830	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Larve_de_Dociostaurus_maroccanus
CRBIP3.2831	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Larve_de_Dociostaurus_maroccanus
CRBIP3.2832	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Larve_de_Dociostaurus_maroccanus
CRBIP3.2833	Bacillus_thuringiensis__aizawai	Bacteria	0	1	chenille_malade_Mythimna_loreyi
CRBIP3.2834	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Ostrinia_nubilalis_(chenille)
CRBIP3.2835	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Thaumatopoea_pityocampa_(chenille)
CRBIP3.2836	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2837	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2838	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2839	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.284	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2840	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2841	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2842	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2843	Bacillus_thuringiensis__toumanoffi	Bacteria	0	1	sol
CRBIP3.2844	Bacillus_thuringiensis__toumanoffi	Bacteria	0	1	sol
CRBIP3.2845	Bacillus_thuringiensis__toumanoffi	Bacteria	0	1	sol
CRBIP3.2846	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2847	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2848	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2849	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.285	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2850	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2851	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2852	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2853	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2854	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2855	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2856	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2857	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2858	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2859	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.286	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2860	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2861	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2862	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2863	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2864	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2865	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2866	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2868	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2869	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.287	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.2870	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2871	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2872	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2873	Bacillus_alvei__	Bacteria	0	1	sol
CRBIP3.2874	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2875	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2876	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2877	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2878	Bacillus_alvei__	Bacteria	0	1	sol
CRBIP3.2879	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2880	Bacillus_thuringiensis__azorensis	Bacteria	0	1	sol
CRBIP3.2881	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	sol
CRBIP3.2882	Bacillus_thuringiensis__seoulensis	Bacteria	0	1	sol
CRBIP3.2883	Bacillus_thuringiensis__seoulensis	Bacteria	0	1	sol
CRBIP3.2884	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	sol
CRBIP3.2885	Bacillus_thuringiensis__seoulensis	Bacteria	0	1	sol
CRBIP3.2886	Bacillus_thuringiensis__seoulensis	Bacteria	0	1	sol
CRBIP3.2887	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2888	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2889	Bacillus_thuringiensis__seoulensis	Bacteria	0	1	sol
CRBIP3.2890	Bacillus_thuringiensis__israelensis	Bacteria	0	1	sol
CRBIP3.2892	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2893	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2894	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2895	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2897	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2898	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2899	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.29	Bacillus_sphaericus__H5	Bacteria	0	1	Culex_pipiens_molestus
CRBIP3.290	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2900	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2901	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2903	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2904	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2905	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2906	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2907	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2908	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2909	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2910	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2911	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2914	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	sol
CRBIP3.2915	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2916	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2917	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2918	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2919	Bacillus_thuringiensis__tochigiensis	Bacteria	0	1	sol
CRBIP3.2920	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2921	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.2922	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Ephestia_kÅhniella
CRBIP3.2923	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Pieris_rapae
CRBIP3.2924	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Tenebrio_molitor
CRBIP3.2925	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2926	Bacillus_thuringiensis__israelensis	Bacteria	0	1	eau
CRBIP3.2927	Bacillus_cereus__	Bacteria	0	1	larve_de__corn_borer_
CRBIP3.2928	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	
CRBIP3.2929	Bacillus_cereus__	Bacteria	0	1	larve_de__corn_borer_
CRBIP3.293	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2930	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.2931	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2932	Bacillus_thuringiensis__japonensis	Bacteria	0	1	
CRBIP3.2933	Bacillus_thuringiensis__tolworthi	Bacteria	0	1	
CRBIP3.2934	Bacillus_thuringiensis__kumamotoensis	Bacteria	0	1	
CRBIP3.2935	Bacillus_thuringiensis__sotto	Bacteria	0	1	
CRBIP3.2936	Bacillus_cereus__	Bacteria	0	1	Larves_mortes_de_Tropinota_squalida_Scop.
CRBIP3.2937	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	mud_soil,_cutivated_by_potato
CRBIP3.2938	Bacillus_thuringiensis__finitimus	Bacteria	0	1	Pectinophora_gossypiella
CRBIP3.2939	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	Pectinophora_gossypiella
CRBIP3.2940	Bacillus_cereus__	Bacteria	0	1	Pectinophora_gossypiella
CRBIP3.2941	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	
CRBIP3.2942	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2943	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2944	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2945	Bacillus_thuringiensis__galleriae	Bacteria	0	1	
CRBIP3.2947	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2948	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2949	Bacillus_sphaericus__H37	Bacteria	0	1	
CRBIP3.295	Bacillus_thuringiensis__alesti	Bacteria	0	1	
CRBIP3.2950	Bacillus_sphaericus__H42	Bacteria	0	1	
CRBIP3.2952	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	
CRBIP3.2954	Bacillus_thuringiensis__thompsoni	Bacteria	0	1	
CRBIP3.2955	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	
CRBIP3.2956	Bacillus_thuringiensis__kenyae	Bacteria	0	1	
CRBIP3.2957	Bacillus_thuringiensis__sotto_biotype_dendrolimus	Bacteria	0	1	
CRBIP3.2958	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2959	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.296	Bacillus_cereus__	Bacteria	0	1	Cigales
CRBIP3.2960	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2961	Bacillus_thuringiensis__xiaguangiensis	Bacteria	0	1	
CRBIP3.2962	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	*_contamination_laboratoire
CRBIP3.2963	Bacillus_thuringiensis__coreanensis	Bacteria	0	1	*_contamination_laboratoire
CRBIP3.2964	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	*_contamination_laboratoire
CRBIP3.2965	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	Pectinophora_gossypiella
CRBIP3.2966	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	Spodoptera_frugiperda
CRBIP3.2967	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	*_RÇisolement__PG_14
CRBIP3.2968	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Tribolium_confusum
CRBIP3.2969	Bacillus_thuringiensis__aizawai	Bacteria	0	1	Amyelois_transitella
CRBIP3.297	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.2971	Bacillus_sphaericus__H2	Bacteria	0	1	
CRBIP3.2974	Bacillus_sphaericus__H3	Bacteria	0	1	
CRBIP3.2975	Bacillus_sphaericus__H3	Bacteria	0	1	
CRBIP3.2976	Bacillus_sphaericus__H48	Bacteria	0	1	
CRBIP3.2978	Bacillus_sphaericus__H3	Bacteria	0	1	
CRBIP3.2979	Bacillus_sphaericus__H17	Bacteria	0	1	
CRBIP3.2980	Bacillus_sphaericus__H3	Bacteria	0	1	
CRBIP3.2981	Bacillus_sphaericus__H2	Bacteria	0	1	
CRBIP3.2982	Bacillus_sphaericus__H3	Bacteria	0	1	
CRBIP3.2983	Bacillus_sphaericus__H33	Bacteria	0	1	
CRBIP3.2984	Bacillus_sphaericus__H17	Bacteria	0	1	
CRBIP3.2985	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	sol
CRBIP3.2986	Bacillus_thuringiensis__thuringiensis	Bacteria	0	1	Leucania_separata
CRBIP3.2988	Bacillus_thuringiensis__indiana	Bacteria	0	1	
CRBIP3.2989	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.299	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	Euproctis_chrysorrhaea
CRBIP3.2990	Bacillus_thuringiensis__galleriae	Bacteria	0	1	
CRBIP3.2991	Bacillus_thuringiensis__galleriae	Bacteria	0	1	
CRBIP3.2992	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.2993	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	
CRBIP3.2994	Bacillus_brevis__	Bacteria	0	1	
CRBIP3.2995	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	
CRBIP3.2996	Bacillus_alvei__	Bacteria	0	1	
CRBIP3.3	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	sol
CRBIP3.30	Bacillus_sphaericus__H5	Bacteria	0	1	Culex_pipiens_molestus
CRBIP3.300	Bacillus_sphaericus__H5	Bacteria	0	1	sol
CRBIP3.3001	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.3003	Bacillus_thuringiensis__galleriae	Bacteria	0	1	larve_morte_de_Galleria
CRBIP3.3004	Bacillus_thuringiensis__galleriae	Bacteria	0	1	
CRBIP3.3005	Bacillus_thuringiensis__galleriae	Bacteria	0	1	Catopsilia_pyranthe
CRBIP3.3006	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3007	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	sol_brun
CRBIP3.3008	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	sol_jaune
CRBIP3.3009	Bacillus_cereus__	Bacteria	0	1	sol_rouge
CRBIP3.301	Bacillus_cereus__	Bacteria	0	1	sol
CRBIP3.3010	Bacillus_thuringiensis__mexicanensis	Bacteria	0	1	
CRBIP3.3011	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.3012	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.3013	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.3014	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.3015	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.3016	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.3017	Bacillus_thuringiensis__darmstadiensis	Bacteria	0	1	sol_brun
CRBIP3.3018	Bacillus_thuringiensis__Auto-agglutinated	Bacteria	0	1	sol_brun
CRBIP3.3019	Bacillus_thuringiensis__sotto	Bacteria	0	1	sol_brun
CRBIP3.3020	Bacillus_thuringiensis__kim	Bacteria	0	1	cassÇ_sol_brun
CRBIP3.3021	Bacillus_thuringiensis__sotto	Bacteria	0	1	sol_brun
CRBIP3.3022	Bacillus_thuringiensis__sotto	Bacteria	0	1	sol_brun
CRBIP3.3023	Bacillus_thuringiensis__sotto	Bacteria	0	1	sol_brun
CRBIP3.3024	Bacillus_thuringiensis__sotto	Bacteria	0	1	sol_brun
CRBIP3.3025	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3026	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3027	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3028	Bacillus_thuringiensis__tolworthi	Bacteria	0	1	
CRBIP3.3029	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.303	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.3030	Bacillus_thuringiensis__neoleonensis	Bacteria	0	1	
CRBIP3.3031	Bacillus_thuringiensis__neoleonensis	Bacteria	0	1	
CRBIP3.3033	Bacillus_thuringiensis__morrisoni	Bacteria	0	1	
CRBIP3.3034	Bacillus_thuringiensis__ostriniae	Bacteria	0	1	
CRBIP3.3035	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3036	Bacillus_thuringiensis__sotto	Bacteria	0	1	
CRBIP3.3037	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3038	Bacillus_thuringiensis__ostriniae	Bacteria	0	1	
CRBIP3.3039	Bacillus_thuringiensis__ostriniae	Bacteria	0	1	
CRBIP3.304	Bacillus_thuringiensis__galleriae	Bacteria	0	1	Hadena_sordida
CRBIP3.3040	Bacillus_thuringiensis__ostriniae	Bacteria	0	1	
CRBIP3.3041	Bacillus_thuringiensis__sotto	Bacteria	0	1	
CRBIP3.3042	Bacillus_thuringiensis__ostriniae	Bacteria	0	1	
CRBIP3.3043	Bacillus_thuringiensis__sotto	Bacteria	0	1	
CRBIP3.3044	Bacillus_thuringiensis__sotto_biotype_dendrolimus	Bacteria	0	1	
CRBIP3.3045	Bacillus_thuringiensis__ostriniae	Bacteria	0	1	
CRBIP3.3046	Bacillus_thuringiensis__sotto	Bacteria	0	1	
CRBIP3.3047	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.3049	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	
CRBIP3.305	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	larve_de_lÇpidoptaire__morte
CRBIP3.3050	Bacillus_thuringiensis__tohokuensis	Bacteria	0	1	
CRBIP3.3051	Bacillus_thuringiensis__tohokuensis	Bacteria	0	1	
CRBIP3.3052	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.3053	Bacillus_thuringiensis__mexicanensis	Bacteria	0	1	
CRBIP3.3054	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.3055	Bacillus_thuringiensis__mexicanensis	Bacteria	0	1	
CRBIP3.3056	Bacillus_thuringiensis__mexicanensis	Bacteria	0	1	
CRBIP3.3057	Bacillus_thuringiensis__mexicanensis	Bacteria	0	1	
CRBIP3.3059	Bacillus_thuringiensis__sotto_biotype_dendrolimus	Bacteria	0	1	
CRBIP3.306	Bacillus_sphaericus__H8	Bacteria	0	1	Glossines
CRBIP3.3060	Bacillus_thuringiensis__tohokuensis	Bacteria	0	1	
CRBIP3.3061	Bacillus_thuringiensis__tolworthi	Bacteria	0	1	
CRBIP3.3062	Bacillus_thuringiensis__mexicanensis	Bacteria	0	1	
CRBIP3.3063	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3064	Bacillus_thuringiensis__neoleonensis	Bacteria	0	1	
CRBIP3.3065	Bacillus_thuringiensis__ostriniae	Bacteria	0	1	
CRBIP3.3066	Bacillus_thuringiensis__canadensis	Bacteria	0	1	
CRBIP3.3067	Bacillus_thuringiensis__sotto	Bacteria	0	1	
CRBIP3.3068	Bacillus_thuringiensis__sotto	Bacteria	0	1	
CRBIP3.3069	Bacillus_thuringiensis__sotto	Bacteria	0	1	
CRBIP3.307	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3070	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3071	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3072	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3073	Bacillus_thuringiensis__tolworthi	Bacteria	0	1	
CRBIP3.3074	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3075	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3076	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3077	Bacillus_thuringiensis__aizawai	Bacteria	0	1	
CRBIP3.3078	Bacillus_thuringiensis__ostriniae	Bacteria	0	1	
CRBIP3.3079	Bacillus_thuringiensis__galleriae	Bacteria	0	1	Galleria_mellonella
CRBIP3.308	Bacillus_thuringiensis__israelensis	Bacteria	0	1	*_feuilles_de_pommier
CRBIP3.3080	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.3081	Bacillus_cereus__	Bacteria	0	1	*_sol
CRBIP3.3083	Bacillus_thuringiensis__israelensis	Bacteria	0	1	
CRBIP3.3084	Bacillus_thuringiensis__kurstaki	Bacteria	0	1	expertise
CRBIP3.3085	Bacillus_thuringiensis__shandongiensis	Bacteria	0	1	sol_rouge
CRBIP3.3086	Bacillus_thuringiensis__amagiensis	Bacteria	0	1	sol_rouge
CRBIP3.3087	Bacillus_thuringiensis__shandongiensis	Bacteria	0	1	sol_rouge
CRBIP3.309	Bacillus_sphaericus__H5	Bacteria	0	1	larves_Culex_fatigans
CRBIP3.3091	Bacillus_sphaericus__H25	Bacteria	0	1	
CRBIP3.3095	Bacillus_thuringiensis__israelensis	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3096	Bacillus_sphaericus__H26	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3097	Bacillus_sphaericus__H25	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3098	Bacillus_sphaericus__H25	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.31	Bacillus_sphaericus__H5	Bacteria	0	1	Culex_pipiens_molestus
CRBIP3.310	Bacillus_sphaericus__H5	Bacteria	0	1	
CRBIP3.3100	Bacillus_sphaericus__H25	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3101	Bacillus_sphaericus__H5	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3102	Bacillus_sphaericus__	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3103	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3104	Bacillus_sphaericus__	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3105	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3106	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3107	Bacillus_sphaericus__H30	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3108	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3109	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.311	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.3111	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3112	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3113	Bacillus_sphaericus__H16	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3114	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3118	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.312	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.3121	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3123	Bacillus_sphaericus__H5	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3124	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3125	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3126	Bacillus_thuringiensis__iberica	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3130	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3131	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3132	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3133	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3136	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3137	Bacillus_sphaericus__H25	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3138	Bacillus_sphaericus__H25	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3139	Bacillus_thuringiensis__japonensis	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.314	Bacillus_cereus__	Bacteria	0	1	Oryctes_(larves)
CRBIP3.3140	Bacillus_sphaericus__H25	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3141	Bacillus_sphaericus__H26	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3143	Bacillus_sphaericus__	Bacteria	0	1	
CRBIP3.3144	Bacillus_thuringiensis__israelensis	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3145	Bacillus_thuringiensis__israelensis	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3147	Bacillus_thuringiensis__tohokuensis	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3148	Bacillus_thuringiensis__tohokuensis	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.3149	Bacillus_cereus__	Bacteria	0	1	prÇlävements_d_eau
CRBIP3.315	Bacillus_cereus__	Bacteria	0	1	
CRBIP3.3150	Bacillus_sphaericus__H25	Bacteria	0	1	prÇlävements_d'eau
CRBIP3.3151	Bacillus_sphaericus__H25	Bacteria	0	1	
