DSM_No	Name	Recommended_T_(C)	Domain
44126	Rhodococcus_sp.	28	Bacteria
44237	Rhodococcus_sp.	28	Bacteria
44836	Rhodococcus_sp.	28	Bacteria
44980	Rhodococcus_sp.	28	Bacteria
45596	Rhodococcus_sp.	28	Bacteria
46085	Rhodococcus_sp.	28	Bacteria
46365	Rhodococcus_sp.	25	Bacteria
46366	Rhodococcus_sp.	25	Bacteria
44892	Rhodococcus_triatomae	28	Bacteria
44893	Rhodococcus_triatomae	28	Bacteria
45580	Rhodococcus_trifolii	28	Bacteria
44783	Rhodococcus_tukisamuensis	28	Bacteria
44107	Rhodococcus_wratislaviensis	28	Bacteria
44193	Rhodococcus_wratislaviensis	28	Bacteria
44837	Rhodococcus_yunnanensis	28	Bacteria
44108	Rhodococcus_zopfii	28	Bacteria
44189	Rhodococcus_zopfii	28	Bacteria
168	Rhodocyclus_purpureus	25	Bacteria
109	Rhodocyclus_tenuis	25	Bacteria
110	Rhodocyclus_tenuis	25	Bacteria
111	Rhodocyclus_tenuis	25	Bacteria
112	Rhodocyclus_tenuis	25	Bacteria
24876	Rhodoferax_antarcticus	20	Bacteria
10138	Rhodoferax_fermentans	28	Bacteria
10139	Rhodoferax_fermentans	28	Bacteria
13235	Rhodoferax_fermentans	28	Bacteria
15236	Rhodoferax_ferrireducens	25	Bacteria
22694	Rhodoferax_saidenbachensis	20	Bacteria
15303	Rhodoglobus_aureus	20	Bacteria
21947	Rhodoglobus_vestalii	18	Bacteria
23582	Rhodoligotrophos_appendicifer	30	Bacteria
162	Rhodomicrobium_vannielii	25	Bacteria
166	Rhodomicrobium_vannielii	25	Bacteria
725	Rhodomicrobium_vannielii	25	Bacteria
2342	Rhodomicrobium_vannielii	25	Bacteria
17997	Rhodonellum_ikkaensis	15	Bacteria
17998	Rhodonellum_psychrophilum	15	Bacteria
3088	Rhodonia_placenta	24	Fungi
161	Rhodopila_globiformis	25	Bacteria
24038	Rhodopirellula_baltica	28	Bacteria
24080	Rhodopirellula_baltica	28	Bacteria
24081	Rhodopirellula_baltica	28	Bacteria
25515	Rhodopirellula_baltica	28	Bacteria
25516	Rhodopirellula_baltica	28	Bacteria
25517	Rhodopirellula_baltica	28	Bacteria
25548	Rhodopirellula_baltica	28	Bacteria
10527	Rhodopirellula_baltica	25	Bacteria
24037	Rhodopirellula_sp.	28	Bacteria
24039	Rhodopirellula_sp.	28	Bacteria
24050	Rhodopirellula_sp.	28	Bacteria
24063	Rhodopirellula_sp.	28	Bacteria
24067	Rhodopirellula_sp.	28	Bacteria
11907	Rhodoplanes_elegans	26	Bacteria
19946	Rhodoplanes_piscinae	28	Bacteria
5909	Rhodoplanes_roseus	35	Bacteria
13233	Rhodoplanes_roseus	35	Bacteria
18633	Rhodoplanes_serenus	28	Bacteria
9987	Rhodopseudomonas_cryptolactis	37	Bacteria
11549	Rhodopseudomonas_julia	25	Bacteria
127	Rhodopseudomonas_palustris	25	Bacteria
131	Rhodopseudomonas_palustris	25	Bacteria
8283	Rhodopseudomonas_palustris	25	Bacteria
130	Rhodopseudomonas_parapalustris	25	Bacteria
123	Rhodopseudomonas_pseudopalustris	25	Bacteria
12706	Rhodopseudomonas_rhenobacensis	28	Bacteria
7375	Rhodopseudomonas_sp.	25	Bacteria
107	Rhodospirillum_rubrum	25	Bacteria
467	Rhodospirillum_rubrum	25	Bacteria
468	Rhodospirillum_rubrum	25	Bacteria
1068	Rhodospirillum_rubrum	25	Bacteria
11221	Rhodospirillum_rubrum	25	Bacteria
11222	Rhodospirillum_rubrum	25	Bacteria
50914	Rhodospirillum_rubrum	25	Bacteria
4628	Rhodosporidium_sphaerocarpum	20	Fungi
10134	Rhodosporidium_toruloides	25	Fungi
70398	Rhodosporidium_toruloides	25	Fungi
4444	Rhodosporidium_toruloides	23	Fungi
2132	Rhodothalassium_salexigens	30	Bacteria
12399	Rhodothermus_marinus	70	Bacteria
4252	Rhodothermus_marinus	65	Bacteria
4253	Rhodothermus_marinus	65	Bacteria
22212	Rhodothermus_profundi	70	Bacteria
18403	Rhodothermus_sp.	70	Bacteria
70854	Rhodotorula_bacarum	20	Fungi
70872	Rhodotorula_bogoriensis	25	Fungi
18766	Rhodotorula_glacialis	10	Fungi
27356	Rhodotorula_graminis	22	Fungi
70408	Rhodotorula_minuta	23	Fungi
3016	Rhodotorula_minuta	22	Fungi
14202	Rhodotorula_minuta	22	Fungi
4043	Rhodotorula_minuta	20	Fungi
13621	Rhodotorula_mucilaginosa	25	Fungi
13727	Rhodotorula_mucilaginosa	25	Fungi
18184	Rhodotorula_mucilaginosa	25	Fungi
70403	Rhodotorula_mucilaginosa	25	Fungi
70404	Rhodotorula_mucilaginosa	25	Fungi
70825	Rhodotorula_mucilaginosa	25	Fungi
18767	Rhodotorula_psychrophenolica	10	Fungi
18768	Rhodotorula_psychrophila	10	Fungi
70865	Rhodotorula_pustula	25	Fungi
9154	Rhodovibrio_salinarum	37	Bacteria
9895	Rhodovibrio_sodomensis	37	Bacteria
2781	Rhodovulum_adriaticum	30	Bacteria
24766	Rhodovulum_bhavnagarense	37	Bacteria
4868	Rhodovulum_euryhalinum	30	Bacteria
18064	Rhodovulum_imhoffii	30	Bacteria
12328	Rhodovulum_iodosum	25	Bacteria
19783	Rhodovulum_kholense	30	Bacteria
18063	Rhodovulum_marinum	28	Bacteria
12329	Rhodovulum_robiginosum	25	Bacteria
21153	Rhodovulum_steppense	30	Bacteria
11289	Rhodovulum_strictum	30	Bacteria
11292	Rhodovulum_strictum	30	Bacteria
1374	Rhodovulum_sulfidophilum	25	Bacteria
2351	Rhodovulum_sulfidophilum	25	Bacteria
17937	Rhodovulum_visakhapatnamense	25	Bacteria
22243	Rickettsia_hoogstraalii	28	Bacteria
29017	Rickettsia_monacensis	30	Bacteria
15868	Riemerella_anatipestifer	37	Bacteria
16469	Riemerella_columbina	37	Bacteria
24015	Riemerella_columbipharyngis	37	Bacteria
24016	Riemerella_columbipharyngis	37	Bacteria
15922	Rikenella_microfusus	37	Bacteria
19570	Rivibacter_subsaxonicus	25	Bacteria
15991	Robiginitalea_biformata	30	Bacteria
15992	Robiginitalea_biformata	30	Bacteria
21019	Robiginitalea_myxolifaciens	28	Bacteria
21748	Robiginitomaculum_antarcticum	20	Bacteria
23301	Rodentomyces_reticulatus	23	Fungi
25109	Romboutsia_ilealis	37	Bacteria
797	Romboutsia_lituseburensis	37	Bacteria
11813	Roseateles_depolymerans	30	Bacteria
11814	Roseateles_depolymerans	30	Bacteria
16840	Roseburia_faecis	37	Bacteria
16839	Roseburia_hominis	37	Bacteria
14610	Roseburia_intestinalis	37	Bacteria
16841	Roseburia_inulinivorans	37	Bacteria
11469	Roseibaca_ekhonensis	20	Bacteria
19469	Roseibacterium_elongatum	28	Bacteria
16097	Roseicyclus_mahoneyensis	28	Bacteria
13941	Roseiflexus_castenholzii	48	Bacteria
25532	Roseimicrobium_gellanilyticum	28	Bacteria
18423	Roseinatronobacter_monicus	25	Bacteria
13087	Roseinatronobacter_thiooxidans	30	Bacteria
11466	Roseisalinus_antarcticus	20	Bacteria
15395	Roseivivax_halodurans	28	Bacteria
15490	Roseivivax_halotolerans	28	Bacteria
22223	Roseivivax_isoporae	25	Bacteria
26432	Roseivivax_isoporae	25	Bacteria
29329	Roseivivax_pacificus	30	Bacteria
23042	Roseivivax_roseus	28	Bacteria
21977	Roseivivax_sediminis	28	Bacteria
24125	Rosenbergiella_nectarea	28	Bacteria
24149	Rosenbergiella_nectarea	28	Bacteria
24150	Rosenbergiella_nectarea	28	Bacteria
7001	Roseobacter_denitrificans	20	Bacteria
6996	Roseobacter_litoralis	20	Bacteria
15398	Roseobacter_sp.	28	Bacteria
19979	Roseococcus_suduntuyensis	25	Bacteria
8511	Roseococcus_thiosulfatophilus	28	Bacteria
19363	Roseomonas_aerilata	30	Bacteria
19438	Roseomonas_aquatica	28	Bacteria
19439	Roseomonas_lacus	30	Bacteria
14915	Roseomonas_ludipueritiae	28	Bacteria
30755	Roseomonas_mucosa	28	Bacteria
25622	Roseomonas_pecuniae	30	Bacteria
25268	Roseomonas_pecuniae	28	Bacteria
14916	Roseomonas_rosea	28	Bacteria
15495	Roseomonas_sp.	37	Bacteria
19222	Roseomonas_sp.	28	Bacteria
21423	Roseomonas_sp.	28	Bacteria
30594	Roseomonas_sp.	28	Bacteria
19981	Roseomonas_stagni	30	Bacteria
19362	Roseomonas_vinacea	28	Bacteria
18985	Roseospira_goensis	28	Bacteria
15113	Roseospira_marina	30	Bacteria
15114	Roseospira_navarrensis	30	Bacteria
19947	Roseospira_visakhapatnamensis	28	Bacteria
12498	Roseospirillum_parvum	28	Bacteria
16950	Roseovarius_crassostreae	28	Bacteria
27840	Roseovarius_halocynthiae	30	Bacteria
26383	Roseovarius_indicus	30	Bacteria
28249	Roseovarius_litoreus	30	Bacteria
28463	Roseovarius_lutimaris	25	Bacteria
25228	Roseovarius_marinus	30	Bacteria
29327	Roseovarius_marisflavi	30	Bacteria
24881	Roseovarius_marisflavi	15	Bacteria
17070	Roseovarius_mucosus	30	Bacteria
17069	Roseovarius_mucosus	25	Bacteria
15170	Roseovarius_nubinhibens	30	Bacteria
11457	Roseovarius_tolerans	20	Bacteria
11463	Roseovarius_tolerans	20	Bacteria
14556	Rothia_aeria	28	Bacteria
15839	Rothia_amarae	37	Bacteria
43762	Rothia_dentocariosa	37	Bacteria
26247	Rothia_endophytica	30	Bacteria
21080	Rothia_marina	28	Bacteria
20445	Rothia_mucilaginosa	30	Bacteria
20446	Rothia_mucilaginosa	30	Bacteria
20746	Rothia_mucilaginosa	30	Bacteria
30548	Rothia_mucilaginosa	28	Bacteria
15694	Rothia_nasimurium	37	Bacteria
22277	Rothia_terrae	28	Bacteria
18029	Ruania_albidiflava	28	Bacteria
19297	Rubellimicrobium_aerolatum	28	Bacteria
19309	Rubellimicrobium_mesophilum	28	Bacteria
23580	Rubellimicrobium_roseum	28	Bacteria
16685	Rubellimicrobium_sp.	45	Bacteria
16686	Rubellimicrobium_sp.	45	Bacteria
16684	Rubellimicrobium_thermophilum	48	Bacteria
15345	Rubrimonas_cliftonensis	28	Bacteria
22978	Rubrimonas_shengliensis	28	Bacteria
17716	Rubritalea_marina	30	Bacteria
18772	Rubritalea_squalenifaciens	28	Bacteria
14296	Rubritepida_flocculans	50	Bacteria
6859	Rubrivivax_gelatinosus	30	Bacteria
149	Rubrivivax_gelatinosus	25	Bacteria
151	Rubrivivax_gelatinosus	25	Bacteria
1709	Rubrivivax_gelatinosus	25	Bacteria
27440	Rubrobacter_aplysinae	25	Bacteria
24908	Rubrobacter_bracarensis	28	Bacteria
24909	Rubrobacter_bracarensis	28	Bacteria
24910	Rubrobacter_bracarensis	28	Bacteria
5868	Rubrobacter_radiotolerans	37	Bacteria
9941	Rubrobacter_xylanophilus	50	Bacteria
22992	Rudaea_cellulosilytica	30	Bacteria
19560	Rudaeicoccus_suwonensis	28	Bacteria
19387	Rudanella_lutea	28	Bacteria
5823	Ruegeria_atlantica	20	Bacteria
5824	Ruegeria_atlantica	20	Bacteria
29317	Ruegeria_conchae	30	Bacteria
28009	Ruegeria_faecimaris	30	Bacteria
27839	Ruegeria_halocynthiae	30	Bacteria
29341	Ruegeria_intermedia	37	Bacteria
23285	Ruegeria_intermedia	28	Bacteria
11314	Ruegeria_lacuscaerulensis	45	Bacteria
24837	Ruegeria_marina	30	Bacteria
23402	Ruegeria_mobilis	28	Bacteria
23403	Ruegeria_mobilis	28	Bacteria
15171	Ruegeria_pomeroyi	30	Bacteria
15172	Ruegeria_pomeroyi	30	Bacteria
25328	Ruegeria_scottomollicae	20	Bacteria
45227	Rugosimonospora_acidiphila	28	Bacteria
45228	Rugosimonospora_africana	28	Bacteria
1361	Ruminobacter_amylophilus	37	Bacteria
20455	Ruminococcus_albus	37	Bacteria
18848	Ruminococcus_champanellensis	37	Bacteria
25089	Ruminococcus_flavefaciens	37	Bacteria
19829	Ruminococcus_gauvreauii	37	Bacteria
25238	Ruminococcus_obeum	37	Bacteria
2369	Rummeliibacillus_pycnus	30	Bacteria
2370	Rummeliibacillus_pycnus	30	Bacteria
2371	Rummeliibacillus_pycnus	30	Bacteria
15030	Rummeliibacillus_pycnus	30	Bacteria
25578	Rummeliibacillus_stabekisii	30	Bacteria
17976	Runella_defluvii	25	Bacteria
17973	Runella_limosa	25	Bacteria
19594	Runella_slithyformis	28	Bacteria
2812	Runella_sp.	28	Bacteria
2813	Runella_sp.	28	Bacteria
2814	Runella_sp.	28	Bacteria
19591	Runella_zeae	28	Bacteria
3075	Rutstroemia_cuniculi	24	Fungi
3076	Rutstroemia_cuniculi	24	Fungi
3077	Rutstroemia_paludosa	24	Fungi
3033	Rutstroemia_sp.	24	Fungi
22868	Saccharibacillus_kuerlensis	30	Bacteria
19268	Saccharibacillus_sacchari	30	Bacteria
15669	Saccharibacter_floricola	28	Bacteria
9555	Saccharicrinis_fermentans	30	Bacteria
4749	Saccharococcus_thermophilus	65	Bacteria
45685	Saccharomonospora_amisosensis	28	Bacteria
44631	Saccharomonospora_azurea	28	Bacteria
43068	Saccharomonospora_caesia	45	Bacteria
43044	Saccharomonospora_caesia	28	Bacteria
43680	Saccharomonospora_caesia	28	Bacteria
44106	Saccharomonospora_cyanea	28	Bacteria
43770	Saccharomonospora_glauca	50	Bacteria
43771	Saccharomonospora_glauca	50	Bacteria
44012	Saccharomonospora_glauca	50	Bacteria
43769	Saccharomonospora_glauca	37	Bacteria
44411	Saccharomonospora_halophila	28	Bacteria
45390	Saccharomonospora_marina	28	Bacteria
45700	Saccharomonospora_oceani	28	Bacteria
44619	Saccharomonospora_paurometabolica	28	Bacteria
45087	Saccharomonospora_saliphila	37	Bacteria
45005	Saccharomonospora_sp.	37	Bacteria
45008	Saccharomonospora_sp.	37	Bacteria
46171	Saccharomonospora_viridis	50	Bacteria
46183	Saccharomonospora_viridis	50	Bacteria
46191	Saccharomonospora_viridis	50	Bacteria
46192	Saccharomonospora_viridis	50	Bacteria
43017	Saccharomonospora_viridis	45	Bacteria
43115	Saccharomonospora_viridis	45	Bacteria
44391	Saccharomonospora_xinjiangensis	28	Bacteria
3774	Saccharomyces_bayanus	25	Fungi
70411	Saccharomyces_bayanus	25	Fungi
70412	Saccharomyces_bayanus	25	Fungi
70508	Saccharomyces_bayanus	25	Fungi
70511	Saccharomyces_bayanus	25	Fungi
70547	Saccharomyces_bayanus	25	Fungi
3797	Saccharomyces_cerevisiae	30	Fungi
3798	Saccharomyces_cerevisiae	30	Fungi
3799	Saccharomyces_cerevisiae	30	Fungi
3820	Saccharomyces_cerevisiae	30	Fungi
13622	Saccharomyces_cerevisiae	30	Fungi
1333	Saccharomyces_cerevisiae	25	Fungi
1334	Saccharomyces_cerevisiae	25	Fungi
2155	Saccharomyces_cerevisiae	25	Fungi
4266	Saccharomyces_cerevisiae	25	Fungi
4267	Saccharomyces_cerevisiae	25	Fungi
70416	Saccharomyces_cerevisiae	25	Fungi
70424	Saccharomyces_cerevisiae	25	Fungi
70449	Saccharomyces_cerevisiae	25	Fungi
70451	Saccharomyces_cerevisiae	25	Fungi
70452	Saccharomyces_cerevisiae	25	Fungi
70453	Saccharomyces_cerevisiae	25	Fungi
70454	Saccharomyces_cerevisiae	25	Fungi
70455	Saccharomyces_cerevisiae	25	Fungi
70456	Saccharomyces_cerevisiae	25	Fungi
70457	Saccharomyces_cerevisiae	25	Fungi
70458	Saccharomyces_cerevisiae	25	Fungi
70459	Saccharomyces_cerevisiae	25	Fungi
70460	Saccharomyces_cerevisiae	25	Fungi
70461	Saccharomyces_cerevisiae	25	Fungi
70462	Saccharomyces_cerevisiae	25	Fungi
70463	Saccharomyces_cerevisiae	25	Fungi
70464	Saccharomyces_cerevisiae	25	Fungi
70465	Saccharomyces_cerevisiae	25	Fungi
70466	Saccharomyces_cerevisiae	25	Fungi
70467	Saccharomyces_cerevisiae	25	Fungi
70468	Saccharomyces_cerevisiae	25	Fungi
70469	Saccharomyces_cerevisiae	25	Fungi
70470	Saccharomyces_cerevisiae	25	Fungi
70471	Saccharomyces_cerevisiae	25	Fungi
70478	Saccharomyces_cerevisiae	25	Fungi
70487	Saccharomyces_cerevisiae	25	Fungi
70509	Saccharomyces_cerevisiae	25	Fungi
70514	Saccharomyces_cerevisiae	25	Fungi
70523	Saccharomyces_cerevisiae	25	Fungi
70524	Saccharomyces_cerevisiae	25	Fungi
70868	Saccharomyces_cerevisiae	25	Fungi
70869	Saccharomyces_cerevisiae	25	Fungi
1848	Saccharomyces_cerevisiae	20	Fungi
2548	Saccharomyces_pastorianus	25	Fungi
6580	Saccharomyces_pastorianus	25	Fungi
6581	Saccharomyces_pastorianus	25	Fungi
70550	Saccharomycodes_ludwigii	25	Fungi
70551	Saccharomycodes_ludwigii	25	Fungi
3437	Saccharomycodes_ludwigii	24	Fungi
3447	Saccharomycodes_ludwigii	24	Fungi
3448	Saccharomycodes_ludwigii	24	Fungi
3449	Saccharomycodes_ludwigii	24	Fungi
70560	Saccharomycopsis_capsularis	25	Fungi
17024	Saccharophagus_degradans	28	Bacteria
45119	Saccharopolyspora_antimicrobica	28	Bacteria
45825	Saccharopolyspora_cavernae	28	Bacteria
45019	Saccharopolyspora_cebuensis	28	Bacteria
46699	Saccharopolyspora_dendranthemae	28	Bacteria
45122	Saccharopolyspora_emeiensis	28	Bacteria
40517	Saccharopolyspora_erythraea	28	Bacteria
41009	Saccharopolyspora_erythraea	28	Bacteria
44771	Saccharopolyspora_flava	28	Bacteria
45582	Saccharopolyspora_gloriosae	28	Bacteria
45007	Saccharopolyspora_halophila	37	Bacteria
46073	Saccharopolyspora_hirsuta_subsp._hirsuta	37	Bacteria
46074	Saccharopolyspora_hirsuta_subsp._hirsuta	37	Bacteria
46203	Saccharopolyspora_hirsuta_subsp._hirsuta	37	Bacteria
43401	Saccharopolyspora_hirsuta_subsp._hirsuta	28	Bacteria
43463	Saccharopolyspora_hirsuta_subsp._hirsuta	28	Bacteria
44795	Saccharopolyspora_hirsuta_subsp._kobensis	28	Bacteria
43882	Saccharopolyspora_hordei	45	Bacteria
43883	Saccharopolyspora_hordei	45	Bacteria
44065	Saccharopolyspora_hordei	45	Bacteria
45556	Saccharopolyspora_jiangxiensis	28	Bacteria
45975	Saccharopolyspora_lacisalsi	37	Bacteria
45584	Saccharopolyspora_phatthalungensis	28	Bacteria
45088	Saccharopolyspora_qijiaojingensis	37	Bacteria
43113	Saccharopolyspora_rectivirgula	55	Bacteria
43114	Saccharopolyspora_rectivirgula	55	Bacteria
43371	Saccharopolyspora_rectivirgula	55	Bacteria
43747	Saccharopolyspora_rectivirgula	55	Bacteria
46163	Saccharopolyspora_rectivirgula	50	Bacteria
46169	Saccharopolyspora_rectivirgula	50	Bacteria
43755	Saccharopolyspora_rectivirgula	45	Bacteria
45226	Saccharopolyspora_rosea	28	Bacteria
45244	Saccharopolyspora_shandongensis	28	Bacteria
45118	Saccharopolyspora_sp.	28	Bacteria
45120	Saccharopolyspora_sp.	28	Bacteria
45121	Saccharopolyspora_sp.	28	Bacteria
45425	Saccharopolyspora_sp.	28	Bacteria
45606	Saccharopolyspora_sp.	28	Bacteria
44228	Saccharopolyspora_spinosa	28	Bacteria
44350	Saccharopolyspora_spinosporotrichia	28	Bacteria
43856	Saccharopolyspora_taberi	28	Bacteria
44575	Saccharopolyspora_thermophila	45	Bacteria
45269	Saccharopolyspora_tripterygii	28	Bacteria
12546	Saccharospirillum_impatiens	20	Bacteria
12548	Saccharospirillum_impatiens	20	Bacteria
19800	Saccharospirillum_salsuginis	28	Bacteria
44581	Saccharothrix_algeriensis	28	Bacteria
43800	Saccharothrix_australiensis	28	Bacteria
43679	Saccharothrix_coeruleofusca	28	Bacteria
42033	Saccharothrix_espanaensis	28	Bacteria
44229	Saccharothrix_espanaensis	28	Bacteria
45457	Saccharothrix_hoggarensis	28	Bacteria
43749	Saccharothrix_longispora	28	Bacteria
40225	Saccharothrix_mutabilis_subsp._capreolus	28	Bacteria
43386	Saccharothrix_mutabilis_subsp._mutabilis	28	Bacteria
43853	Saccharothrix_mutabilis_subsp._mutabilis	28	Bacteria
45456	Saccharothrix_saharensis	28	Bacteria
45486	Saccharothrix_sp.	28	Bacteria
45665	Saccharothrix_sp.	28	Bacteria
45878	Saccharothrix_sp.	28	Bacteria
43886	Saccharothrix_syringae	28	Bacteria
44231	Saccharothrix_texasensis	28	Bacteria
43911	Saccharothrix_variisporea	28	Bacteria
45084	Saccharothrix_violaceirubra	28	Bacteria
44896	Saccharothrix_xinjiangensis	28	Bacteria
11524	Sagittula_stellata	28	Bacteria
4638	Sakaguchia_dacryoidea	23	Fungi
13521	Salana_multivorans	30	Bacteria
23515	Salegentibacter_agarivorans	28	Bacteria
24579	Salegentibacter_echinorum	28	Bacteria
17794	Salegentibacter_flavus	28	Bacteria
23405	Salegentibacter_holothuriorum	28	Bacteria
23404	Salegentibacter_mishustinae	28	Bacteria
23401	Salegentibacter_salarius	28	Bacteria
5424	Salegentibacter_salegens	28	Bacteria
23400	Salegentibacter_salinarum	28	Bacteria
24770	Salimesophilobacter_vulgaris	37	Bacteria
20748	Salimicrobium_album	37	Bacteria
23127	Salimicrobium_flavidum	35	Bacteria
4771	Salimicrobium_halophilum	37	Bacteria
22782	Salimicrobium_salexigens	37	Bacteria
45442	Salinactinospora_qingdaonensis	37	Bacteria
22962	Salinarimonas_ramus	28	Bacteria
21201	Salinarimonas_rosea	28	Bacteria
13855	Salinibacter_ruber	37	Bacteria
16400	Salinibacterium_amurskyense	28	Bacteria
22272	Salinibacterium_xinjiangense	20	Bacteria
19776	Salinicoccus_albus	28	Bacteria
16010	Salinicoccus_alkaliphilus	37	Bacteria
23852	Salinicoccus_carnicancri	28	Bacteria
25286	Salinicoccus_halitifaciens	28	Bacteria
19336	Salinicoccus_halodurans	28	Bacteria
5352	Salinicoccus_hispanicus	37	Bacteria
18903	Salinicoccus_iranensis	28	Bacteria
22324	Salinicoccus_jeotgali	28	Bacteria
23173	Salinicoccus_kekensis	28	Bacteria
17847	Salinicoccus_kunmingensis	28	Bacteria
17002	Salinicoccus_luteus	28	Bacteria
27102	Salinicoccus_qingdaonensis	28	Bacteria
5351	Salinicoccus_roseus	37	Bacteria
17846	Salinicoccus_salitudinis	28	Bacteria
19496	Salinicoccus_salsiraiae	28	Bacteria
23267	Salinicoccus_sesuvii	28	Bacteria
21576	Salinicoccus_siamensis	28	Bacteria
18044	Salinicola_salarius	28	Bacteria
19940	Salinicola_socius	28	Bacteria
22730	Salinicola_zeshunii	28	Bacteria
27842	Salinihabitans_flavidus	30	Bacteria
23553	Salinimicrobium_catena	28	Bacteria
17865	Salinimicrobium_terrae	28	Bacteria
19287	Salinimicrobium_xinjiangense	32	Bacteria
16280	Salinimonas_chungwhensis	37	Bacteria
19549	Salinisphaera_dokdonensis	28	Bacteria
24264	Salinisphaera_halophila	28	Bacteria
21483	Salinisphaera_hydrothermalis	28	Bacteria
14853	Salinisphaera_shabanensis	35	Bacteria
44819	Salinispora_arenicola	28	Bacteria
45820	Salinispora_pacifica	28	Bacteria
44818	Salinispora_tropica	28	Bacteria
16359	Salinivibrio_costicola_subsp._alcaliphilus	30	Bacteria
11403	Salinivibrio_costicola_subsp._costicola	25	Bacteria
8285	Salinivibrio_costicola_subsp._vallismortis	37	Bacteria
19052	Salinivibrio_proteolyticus	32	Bacteria
18182	Salinivibrio_sharmensis	35	Bacteria
26187	Salinivibrio_siamensis	37	Bacteria
18183	Salinivibrio_sp.	28	Bacteria
16094	Salipiger_mucosus	30	Bacteria
19612	Salirhabdus_euzebyi	37	Bacteria
21114	Salisaeta_longa	37	Bacteria
27696	Saliterribacillus_persicus	35	Bacteria
13772	Salmonella_bongori	30	Bacteria
19207	Salmonella_enterica	37	Bacteria
9386	Salmonella_enterica_subsp._arizonae	37	Bacteria
14847	Salmonella_enterica_subsp._diarizonae	30	Bacteria
554	Salmonella_enterica_subsp._enterica	37	Bacteria
4883	Salmonella_enterica_subsp._enterica	37	Bacteria
5569	Salmonella_enterica_subsp._enterica	37	Bacteria
9145	Salmonella_enterica_subsp._enterica	37	Bacteria
9274	Salmonella_enterica_subsp._enterica	37	Bacteria
9379	Salmonella_enterica_subsp._enterica	37	Bacteria
10062	Salmonella_enterica_subsp._enterica	37	Bacteria
10506	Salmonella_enterica_subsp._enterica	37	Bacteria
11320	Salmonella_enterica_subsp._enterica	37	Bacteria
13674	Salmonella_enterica_subsp._enterica	37	Bacteria
14221	Salmonella_enterica_subsp._enterica	37	Bacteria
17058	Salmonella_enterica_subsp._enterica	37	Bacteria
17420	Salmonella_enterica_subsp._enterica	37	Bacteria
18522	Salmonella_enterica_subsp._enterica	37	Bacteria
19587	Salmonella_enterica_subsp._enterica	37	Bacteria
24522	Salmonella_enterica_subsp._enterica	37	Bacteria
26529	Salmonella_enterica_subsp._enterica	37	Bacteria
27656	Salmonella_enterica_subsp._enterica	37	Bacteria
27686	Salmonella_enterica_subsp._enterica	37	Bacteria
4224	Salmonella_enterica_subsp._enterica	30	Bacteria
14846	Salmonella_enterica_subsp._enterica	30	Bacteria
50912	Salmonella_enterica_subsp._enterica	30	Bacteria
26655	Salmonella_enterica_subsp._enterica	28	Bacteria
9221	Salmonella_enterica_subsp._houtenae	37	Bacteria
14848	Salmonella_enterica_subsp._indica	37	Bacteria
9220	Salmonella_enterica_subsp._salamae	37	Bacteria
16208	Salmonella_subterranea	30	Bacteria
28389	Salsuginibacillus_halophilus	30	Bacteria
18087	Salsuginibacillus_kocurii	30	Bacteria
16730	Samsonia_erythrinae	28	Bacteria
53668	Sandaracinus_amylolyticus	28	Bacteria
17366	Sandarakinorhabdus_limnophila	15	Bacteria
18966	Sanguibacter_antarcticus	28	Bacteria
10542	Sanguibacter_keddieii	30	Bacteria
19083	Sanguibacter_marinus	28	Bacteria
30841	Sanguibacter_marinus	28	Bacteria
21574	Sanguibacter_soli	28	Bacteria
10543	Sanguibacter_suarezii	30	Bacteria
1489	Saprolegnia_ferax	20	Fungi
2844	Saprospira_grandis	28	Bacteria
316	Sarcina_maxima	37	Bacteria
11001	Sarcina_sp.	37	Bacteria
11004	Sarcina_sp.	37	Bacteria
11016	Sarcina_sp.	37	Bacteria
286	Sarcina_ventriculi	37	Bacteria
300	Sarcina_ventriculi	37	Bacteria
3758	Sarcina_ventriculi	37	Bacteria
3759	Sarcina_ventriculi	37	Bacteria
8300	Sarcodontia_setosa	25	Fungi
44435	Sarraceniospora_aurea	28	Bacteria
10107	Scardovia_inopinata	37	Bacteria
10108	Scardovia_inopinata	37	Bacteria
22547	Scardovia_wiggsiae	35	Bacteria
27193	Scheffersomyces_segobiensis	25	Fungi
3651	Scheffersomyces_stipitis	30	Fungi
3652	Scheffersomyces_stipitis	30	Fungi
70569	Schizoblastosporion_starkeyi-henricii	25	Fungi
9424	Schizonella_cocconii	20	Fungi
9425	Schizonella_melanogramma	20	Fungi
9426	Schizonella_melanogramma	20	Fungi
1024	Schizophyllum_commune	30	Fungi
1025	Schizophyllum_commune	30	Fungi
1026	Schizophyllum_commune	30	Fungi
11223	Schizophyllum_commune	30	Fungi
3546	Schizophyllum_fasciatum	26	Fungi
5099	Schizopora_paradoxa	25	Fungi
70570	Schizosaccharomyces_japonicus_var._japonicus	25	Fungi
70571	Schizosaccharomyces_japonicus_var._japonicus	25	Fungi
70573	Schizosaccharomyces_octosporus	25	Fungi
3796	Schizosaccharomyces_pombe_var._pombe	30	Fungi
70572	Schizosaccharomyces_pombe_var._pombe	25	Fungi
70576	Schizosaccharomyces_pombe_var._pombe	25	Fungi
70577	Schizosaccharomyces_pombe_var._pombe	25	Fungi
2791	Schizosaccharomyces_pombe_var._pombe	24	Fungi
